trip_id,distance,duration,avg_speed,start_time,end_time,start_location,end_location,halt_count,avg_halt_duration,max_halt_duration,max_halt_location,start_label,end_label,max_halt_label
P063_15-ULGSD1_64.0,1670.6100000000006,10.333333333333334,2.694532258064517,2023-10-09 06:58:07,2023-10-09 07:08:27,"(52.520203333333335, -7.883748333333333)","(52.51282333333333, -7.888378333333334)",4,48.1764705882353,79.0,"(52.51144, -7.885723333333333)","                                                            geometry  \
element id                                                             
way     118972930  LINESTRING (-7.88432 52.5198, -7.8843 52.51983...   
        898105903  POLYGON ((-7.88373 52.52026, -7.88369 52.52033...   
        898105922  LINESTRING (-7.88407 52.52019, -7.88376 52.520...   

                    highway lanes         name  surface building   service  
element id                                                                  
way     118972930  tertiary     2  Palmershill  asphalt      NaN       NaN  
        898105903       NaN   NaN          NaN      NaN    house       NaN  
        898105922   service   NaN          NaN      NaN      NaN  driveway  ","                                                              geometry  \
element id                                                               
node    12864800331                          POINT (-7.88865 52.51298)   
way     179354116    LINESTRING (-7.8886 52.5134, -7.88854 52.51322...   
        179354125    POLYGON ((-7.8896 52.51296, -7.88909 52.51304,...   
        265842953    POLYGON ((-7.88761 52.51273, -7.88707 52.51174...   
        265842954    POLYGON ((-7.88771 52.51327, -7.88758 52.51295...   
        899026327    POLYGON ((-7.88893 52.51273, -7.889 52.51288, ...   

                           amenity parking_space  highway source  parking  \
element id                                                                  
node    12864800331  parking_space      disabled      NaN    NaN      NaN   
way     179354116              NaN           NaN  service   Bing      NaN   
        179354125          parking           NaN      NaN    NaN  surface   
        265842953              NaN           NaN      NaN    NaN      NaN   
        265842954              NaN           NaN      NaN    NaN      NaN   
        899026327              NaN           NaN      NaN    NaN      NaN   

                         leisure   sport building  
element id                                         
node    12864800331          NaN     NaN      NaN  
way     179354116            NaN     NaN      NaN  
        179354125            NaN     NaN      NaN  
        265842953    golf_course     NaN      NaN  
        265842954          pitch  tennis      NaN  
        899026327            NaN     NaN      yes  ","                                                             geometry  \
element  id                                                             
relation 5550034    POLYGON ((-7.898 52.51537, -7.89796 52.51538, ...   
         5550080    POLYGON ((-7.8872 52.50871, -7.88717 52.50879,...   
way      373146134  LINESTRING (-7.88581 52.51096, -7.88579 52.511...   
         898191992  POLYGON ((-7.88546 52.51137, -7.88532 52.51137...   

                     highway lanes           name        name:en  lit  \
element  id                                                             
relation 5550034         NaN   NaN  Ashwell's-lot  Ashwell's-lot  NaN   
         5550080         NaN   NaN   Waller's-lot   Waller's-lot  NaN   
way      373146134  tertiary     2       Old Road            NaN  yes   
         898191992       NaN   NaN            NaN            NaN  NaN   

                   maxspeed logainm:ref                        logainm:url  \
element  id                                                                  
relation 5550034        NaN       47513  https://www.logainm.ie/47513.aspx   
         5550080        NaN       47527  https://www.logainm.ie/47527.aspx   
way      373146134       30         NaN                                NaN   
         898191992      NaN         NaN                                NaN   

                   building      type admin_level        boundary  locality  \
element  id                                                                   
relation 5550034        NaN  boundary          10  administrative  townland   
         5550080        NaN  boundary          10  administrative  townland   
way      373146134      NaN       NaN         NaN             NaN       NaN   
         898191992      yes       NaN         NaN             NaN       NaN   

                         name:ga     place    wikidata  
element  id                                             
relation 5550034    Lota Ashwell  locality  Q104316267  
         5550080     Lota Waller  locality  Q104316490  
way      373146134           NaN       NaN         NaN  
         898191992           NaN       NaN         NaN  "
P063_15-ULGSD1_65.0,1069.3100000000122,11.816666666666666,1.5081946403385222,2023-10-09 08:56:59,2023-10-09 09:08:48,"(52.5127, -7.887676666666667)","(52.52019833333333, -7.883513333333333)",2,4.6,10.0,"(52.52019833333333, -7.883513333333333)","                                                            geometry  highway  \
element id                                                                      
way     179354116  LINESTRING (-7.8886 52.5134, -7.88854 52.51322...  service   
        265842953  POLYGON ((-7.88761 52.51273, -7.88707 52.51174...      NaN   
        898180805  POLYGON ((-7.88741 52.51289, -7.8874 52.51288,...      NaN   
        898181610  POLYGON ((-7.88794 52.5128, -7.88796 52.51284,...      NaN   
        898181611  POLYGON ((-7.88794 52.5128, -7.88768 52.51284,...      NaN   
        898181623  POLYGON ((-7.88742 52.51277, -7.88729 52.51278...      NaN   

                  source      leisure building  
element id                                      
way     179354116   Bing          NaN      NaN  
        265842953    NaN  golf_course      NaN  
        898180805    NaN          NaN    house  
        898181610    NaN          NaN      yes  
        898181611    NaN          NaN      yes  
        898181623    NaN          NaN    house  ","                                                            geometry building  \
element id                                                                      
way     898105897  POLYGON ((-7.88383 52.51992, -7.88388 52.51992...    house   
        898105903  POLYGON ((-7.88373 52.52026, -7.88369 52.52033...    house   
        898105922  LINESTRING (-7.88407 52.52019, -7.88376 52.520...      NaN   

                   highway   service  
element id                            
way     898105897      NaN       NaN  
        898105903      NaN       NaN  
        898105922  service  driveway  ","                                                            geometry building  \
element id                                                                      
way     898105897  POLYGON ((-7.88383 52.51992, -7.88388 52.51992...    house   
        898105903  POLYGON ((-7.88373 52.52026, -7.88369 52.52033...    house   
        898105922  LINESTRING (-7.88407 52.52019, -7.88376 52.520...      NaN   

                   highway   service  
element id                            
way     898105897      NaN       NaN  
        898105903      NaN       NaN  
        898105922  service  driveway  "
P063_15-ULGSD1_66.0,2744.7399999999907,11.266666666666667,4.0602662721893354,2023-10-09 13:01:14,2023-10-09 13:12:30,"(52.52019833333333, -7.883513333333333)","(52.52019333333333, -7.883546666666667)",4,43.84615384615385,126.0,"(52.50967666666666, -7.885713333333333)","                                                            geometry building  \
element id                                                                      
way     898105897  POLYGON ((-7.88383 52.51992, -7.88388 52.51992...    house   
        898105903  POLYGON ((-7.88373 52.52026, -7.88369 52.52033...    house   
        898105922  LINESTRING (-7.88407 52.52019, -7.88376 52.520...      NaN   

                   highway   service  
element id                            
way     898105897      NaN       NaN  
        898105903      NaN       NaN  
        898105922  service  driveway  ","                                                            geometry building  \
element id                                                                      
way     898105897  POLYGON ((-7.88383 52.51992, -7.88388 52.51992...    house   
        898105903  POLYGON ((-7.88373 52.52026, -7.88369 52.52033...    house   
        898105922  LINESTRING (-7.88407 52.52019, -7.88376 52.520...      NaN   

                   highway   service  
element id                            
way     898105897      NaN       NaN  
        898105903      NaN       NaN  
        898105922  service  driveway  ","                                                             geometry  \
element id                                                              
node    5833631954                          POINT (-7.88577 52.50968)   
        6360219757                          POINT (-7.88583 52.50982)   
way     150536860   LINESTRING (-7.88578 52.50982, -7.88583 52.509...   
        617097030   LINESTRING (-7.8857 52.509, -7.88572 52.50906,...   

                        highway crossing_ref      name maxspeed  
element id                                                       
node    5833631954     crossing        zebra       NaN      NaN  
        6360219757         stop          NaN       NaN      NaN  
way     150536860   residential          NaN  Woodlawn      NaN  
        617097030      tertiary          NaN  Old Road       30  "
P063_15-ULGSD1_67.0,2691.6900000000023,11.033333333333333,4.065996978851968,2023-10-09 14:14:49,2023-10-09 14:25:51,"(52.52021666666667, -7.883401666666667)","(52.52015, -7.883646666666666)",3,61.0,135.0,"(52.50986833333333, -7.885641666666666)","                                                            geometry building  \
element id                                                                      
way     898105903  POLYGON ((-7.88373 52.52026, -7.88369 52.52033...    house   
        898105922  LINESTRING (-7.88407 52.52019, -7.88376 52.520...      NaN   

                   highway   service  
element id                            
way     898105903      NaN       NaN  
        898105922  service  driveway  ","                                                            geometry building  \
element id                                                                      
way     898105897  POLYGON ((-7.88383 52.51992, -7.88388 52.51992...    house   
        898105903  POLYGON ((-7.88373 52.52026, -7.88369 52.52033...    house   
        898105922  LINESTRING (-7.88407 52.52019, -7.88376 52.520...      NaN   

                   highway   service  
element id                            
way     898105897      NaN       NaN  
        898105903      NaN       NaN  
        898105922  service  driveway  ","                                                             geometry  \
element id                                                              
node    6360219757                          POINT (-7.88583 52.50982)   
way     150536860   LINESTRING (-7.88578 52.50982, -7.88583 52.509...   
        617097030   LINESTRING (-7.8857 52.509, -7.88572 52.50906,...   

                        highway      name maxspeed  
element id                                          
node    6360219757         stop       NaN      NaN  
way     150536860   residential  Woodlawn      NaN  
        617097030      tertiary  Old Road       30  "
P063_15-ULGSD1_68.0,5764.650000000009,45.666666666666664,2.103886861313872,2023-10-09 16:51:15,2023-10-09 17:36:55,"(52.52013166666666, -7.88352)","(52.520145, -7.883573333333333)",5,102.4375,501.0,"(52.52013166666666, -7.883578333333333)","                                                            geometry building  \
element id                                                                      
way     898105897  POLYGON ((-7.88383 52.51992, -7.88388 52.51992...    house   
        898105898  POLYGON ((-7.88336 52.51991, -7.8833 52.51993,...    house   
        898105903  POLYGON ((-7.88373 52.52026, -7.88369 52.52033...    house   
        898105922  LINESTRING (-7.88407 52.52019, -7.88376 52.520...      NaN   
        898178884  POLYGON ((-7.88369 52.51994, -7.88363 52.51995...      yes   

                   highway   service  
element id                            
way     898105897      NaN       NaN  
        898105898      NaN       NaN  
        898105903      NaN       NaN  
        898105922  service  driveway  
        898178884      NaN       NaN  ","                                                            geometry building  \
element id                                                                      
way     898105897  POLYGON ((-7.88383 52.51992, -7.88388 52.51992...    house   
        898105898  POLYGON ((-7.88336 52.51991, -7.8833 52.51993,...    house   
        898105903  POLYGON ((-7.88373 52.52026, -7.88369 52.52033...    house   
        898105922  LINESTRING (-7.88407 52.52019, -7.88376 52.520...      NaN   

                   highway   service  
element id                            
way     898105897      NaN       NaN  
        898105898      NaN       NaN  
        898105903      NaN       NaN  
        898105922  service  driveway  ","                                                            geometry building  \
element id                                                                      
way     898105897  POLYGON ((-7.88383 52.51992, -7.88388 52.51992...    house   
        898105898  POLYGON ((-7.88336 52.51991, -7.8833 52.51993,...    house   
        898105903  POLYGON ((-7.88373 52.52026, -7.88369 52.52033...    house   
        898105922  LINESTRING (-7.88407 52.52019, -7.88376 52.520...      NaN   
        898178884  POLYGON ((-7.88369 52.51994, -7.88363 52.51995...      yes   

                   highway   service  
element id                            
way     898105897      NaN       NaN  
        898105898      NaN       NaN  
        898105903      NaN       NaN  
        898105922  service  driveway  
        898178884      NaN       NaN  "
P063_15-ULGSD1_70.0,2482.5099999999948,11.866666666666667,3.4866713483145992,2023-10-10 07:00:02,2023-10-10 07:11:54,"(52.52024166666666, -7.883503333333333)","(52.52025666666667, -7.88354)",6,43.6875,144.0,"(52.51090166666667, -7.885766666666667)","                                                            geometry building  \
element id                                                                      
way     898105903  POLYGON ((-7.88373 52.52026, -7.88369 52.52033...    house   
        898105904  POLYGON ((-7.88357 52.52055, -7.88345 52.52052...    house   
        898105922  LINESTRING (-7.88407 52.52019, -7.88376 52.520...      NaN   

                   highway   service  
element id                            
way     898105903      NaN       NaN  
        898105904      NaN       NaN  
        898105922  service  driveway  ","                                                            geometry building  \
element id                                                                      
way     898105903  POLYGON ((-7.88373 52.52026, -7.88369 52.52033...    house   
        898105904  POLYGON ((-7.88357 52.52055, -7.88345 52.52052...    house   
        898105922  LINESTRING (-7.88407 52.52019, -7.88376 52.520...      NaN   
        898105923  LINESTRING (-7.88389 52.52046, -7.88369 52.52042)      NaN   

                   highway   service  
element id                            
way     898105903      NaN       NaN  
        898105904      NaN       NaN  
        898105922  service  driveway  
        898105923  service  driveway  ","                                                             geometry  \
element  id                                                             
relation 5550034    POLYGON ((-7.898 52.51537, -7.89796 52.51538, ...   
         5550080    POLYGON ((-7.8872 52.50871, -7.88717 52.50879,...   
way      373146134  LINESTRING (-7.88581 52.51096, -7.88579 52.511...   
         617097030  LINESTRING (-7.8857 52.509, -7.88572 52.50906,...   
         898183188  POLYGON ((-7.88551 52.51088, -7.88538 52.51088...   
         898183196  POLYGON ((-7.88612 52.51091, -7.88596 52.5109,...   

                     highway lanes           name        name:en  lit  \
element  id                                                             
relation 5550034         NaN   NaN  Ashwell's-lot  Ashwell's-lot  NaN   
         5550080         NaN   NaN   Waller's-lot   Waller's-lot  NaN   
way      373146134  tertiary     2       Old Road            NaN  yes   
         617097030  tertiary   NaN       Old Road            NaN  NaN   
         898183188       NaN   NaN            NaN            NaN  NaN   
         898183196       NaN   NaN            NaN            NaN  NaN   

                   maxspeed logainm:ref                        logainm:url  \
element  id                                                                  
relation 5550034        NaN       47513  https://www.logainm.ie/47513.aspx   
         5550080        NaN       47527  https://www.logainm.ie/47527.aspx   
way      373146134       30         NaN                                NaN   
         617097030       30         NaN                                NaN   
         898183188      NaN         NaN                                NaN   
         898183196      NaN         NaN                                NaN   

                   building      type admin_level        boundary  locality  \
element  id                                                                   
relation 5550034        NaN  boundary          10  administrative  townland   
         5550080        NaN  boundary          10  administrative  townland   
way      373146134      NaN       NaN         NaN             NaN       NaN   
         617097030      NaN       NaN         NaN             NaN       NaN   
         898183188    house       NaN         NaN             NaN       NaN   
         898183196    house       NaN         NaN             NaN       NaN   

                         name:ga     place    wikidata  
element  id                                             
relation 5550034    Lota Ashwell  locality  Q104316267  
         5550080     Lota Waller  locality  Q104316490  
way      373146134           NaN       NaN         NaN  
         617097030           NaN       NaN         NaN  
         898183188           NaN       NaN         NaN  
         898183196           NaN       NaN         NaN  "
P063_15-ULGSD1_72.0,2736.220000000001,12.666666666666666,3.600289473684212,2023-10-10 12:58:44,2023-10-10 13:11:24,"(52.520205, -7.883283333333333)","(52.520181666666666, -7.883568333333333)",4,30.0,90.0,"(52.50971833333333, -7.885758333333333)","                                                            geometry building  \
element id                                                                      
way     898105900  POLYGON ((-7.88281 52.52007, -7.8828 52.51997,...    house   
        898105903  POLYGON ((-7.88373 52.52026, -7.88369 52.52033...    house   
        898105922  LINESTRING (-7.88407 52.52019, -7.88376 52.520...      NaN   

                   highway   service  
element id                            
way     898105900      NaN       NaN  
        898105903      NaN       NaN  
        898105922  service  driveway  ","                                                            geometry building  \
element id                                                                      
way     898105897  POLYGON ((-7.88383 52.51992, -7.88388 52.51992...    house   
        898105903  POLYGON ((-7.88373 52.52026, -7.88369 52.52033...    house   
        898105922  LINESTRING (-7.88407 52.52019, -7.88376 52.520...      NaN   

                   highway   service  
element id                            
way     898105897      NaN       NaN  
        898105903      NaN       NaN  
        898105922  service  driveway  ","                                                             geometry  \
element id                                                              
node    5833631954                          POINT (-7.88577 52.50968)   
        6360219757                          POINT (-7.88583 52.50982)   
way     150536860   LINESTRING (-7.88578 52.50982, -7.88583 52.509...   
        617097030   LINESTRING (-7.8857 52.509, -7.88572 52.50906,...   

                        highway crossing_ref      name maxspeed  
element id                                                       
node    5833631954     crossing        zebra       NaN      NaN  
        6360219757         stop          NaN       NaN      NaN  
way     150536860   residential          NaN  Woodlawn      NaN  
        617097030      tertiary          NaN  Old Road       30  "
P063_15-ULGSD1_75.0,2338.959999999992,9.233333333333333,4.221949458483739,2023-10-12 06:58:05,2023-10-12 07:07:19,"(52.520185, -7.884101666666667)","(52.52019833333333, -7.883568333333333)",4,25.666666666666668,73.0,"(52.51188, -7.885866666666667)","                                                             geometry  \
element id                                                              
way     118972930   LINESTRING (-7.88432 52.5198, -7.8843 52.51983...   
        898105897   POLYGON ((-7.88383 52.51992, -7.88388 52.51992...   
        898105910   POLYGON ((-7.88458 52.52019, -7.88432 52.52015...   
        898105922   LINESTRING (-7.88407 52.52019, -7.88376 52.520...   
        1391655484  POLYGON ((-7.88416 52.52015, -7.88459 52.52025...   

                     highway lanes         name  surface building   service  \
element id                                                                    
way     118972930   tertiary     2  Palmershill  asphalt      NaN       NaN   
        898105897        NaN   NaN          NaN      NaN    house       NaN   
        898105910        NaN   NaN          NaN      NaN    house       NaN   
        898105922    service   NaN          NaN      NaN      NaN  driveway   
        1391655484       NaN   NaN          NaN      NaN      NaN       NaN   

                        landuse  
element id                       
way     118972930           NaN  
        898105897           NaN  
        898105910           NaN  
        898105922           NaN  
        1391655484  residential  ","                                                            geometry building  \
element id                                                                      
way     898105897  POLYGON ((-7.88383 52.51992, -7.88388 52.51992...    house   
        898105903  POLYGON ((-7.88373 52.52026, -7.88369 52.52033...    house   
        898105922  LINESTRING (-7.88407 52.52019, -7.88376 52.520...      NaN   

                   highway   service  
element id                            
way     898105897      NaN       NaN  
        898105903      NaN       NaN  
        898105922  service  driveway  ","                                                             geometry  \
element  id                                                             
relation 5550034    POLYGON ((-7.898 52.51537, -7.89796 52.51538, ...   
         5550080    POLYGON ((-7.8872 52.50871, -7.88717 52.50879,...   
way      373146134  LINESTRING (-7.88581 52.51096, -7.88579 52.511...   

                     highway lanes           name        name:en  lit  \
element  id                                                             
relation 5550034         NaN   NaN  Ashwell's-lot  Ashwell's-lot  NaN   
         5550080         NaN   NaN   Waller's-lot   Waller's-lot  NaN   
way      373146134  tertiary     2       Old Road            NaN  yes   

                   maxspeed logainm:ref                        logainm:url  \
element  id                                                                  
relation 5550034        NaN       47513  https://www.logainm.ie/47513.aspx   
         5550080        NaN       47527  https://www.logainm.ie/47527.aspx   
way      373146134       30         NaN                                NaN   

                        type admin_level        boundary  locality  \
element  id                                                          
relation 5550034    boundary          10  administrative  townland   
         5550080    boundary          10  administrative  townland   
way      373146134       NaN         NaN             NaN       NaN   

                         name:ga     place    wikidata  
element  id                                             
relation 5550034    Lota Ashwell  locality  Q104316267  
         5550080     Lota Waller  locality  Q104316490  
way      373146134           NaN       NaN         NaN  "
P063_15-ULGSD1_77.0,2460.8800000000047,9.166666666666666,4.474327272727281,2023-10-13 06:56:27,2023-10-13 07:05:37,"(52.52019833333333, -7.883568333333333)","(52.52019666666666, -7.88355)",3,27.0,64.0,"(52.510938333333335, -7.885766666666667)","                                                            geometry building  \
element id                                                                      
way     898105897  POLYGON ((-7.88383 52.51992, -7.88388 52.51992...    house   
        898105903  POLYGON ((-7.88373 52.52026, -7.88369 52.52033...    house   
        898105922  LINESTRING (-7.88407 52.52019, -7.88376 52.520...      NaN   

                   highway   service  
element id                            
way     898105897      NaN       NaN  
        898105903      NaN       NaN  
        898105922  service  driveway  ","                                                            geometry building  \
element id                                                                      
way     898105897  POLYGON ((-7.88383 52.51992, -7.88388 52.51992...    house   
        898105903  POLYGON ((-7.88373 52.52026, -7.88369 52.52033...    house   
        898105922  LINESTRING (-7.88407 52.52019, -7.88376 52.520...      NaN   

                   highway   service  
element id                            
way     898105897      NaN       NaN  
        898105903      NaN       NaN  
        898105922  service  driveway  ","                                                             geometry  \
element  id                                                             
relation 5550034    POLYGON ((-7.898 52.51537, -7.89796 52.51538, ...   
         5550080    POLYGON ((-7.8872 52.50871, -7.88717 52.50879,...   
way      373146134  LINESTRING (-7.88581 52.51096, -7.88579 52.511...   
         617097030  LINESTRING (-7.8857 52.509, -7.88572 52.50906,...   
         898183188  POLYGON ((-7.88551 52.51088, -7.88538 52.51088...   
         898183196  POLYGON ((-7.88612 52.51091, -7.88596 52.5109,...   

                     highway lanes           name        name:en  lit  \
element  id                                                             
relation 5550034         NaN   NaN  Ashwell's-lot  Ashwell's-lot  NaN   
         5550080         NaN   NaN   Waller's-lot   Waller's-lot  NaN   
way      373146134  tertiary     2       Old Road            NaN  yes   
         617097030  tertiary   NaN       Old Road            NaN  NaN   
         898183188       NaN   NaN            NaN            NaN  NaN   
         898183196       NaN   NaN            NaN            NaN  NaN   

                   maxspeed logainm:ref                        logainm:url  \
element  id                                                                  
relation 5550034        NaN       47513  https://www.logainm.ie/47513.aspx   
         5550080        NaN       47527  https://www.logainm.ie/47527.aspx   
way      373146134       30         NaN                                NaN   
         617097030       30         NaN                                NaN   
         898183188      NaN         NaN                                NaN   
         898183196      NaN         NaN                                NaN   

                   building      type admin_level        boundary  locality  \
element  id                                                                   
relation 5550034        NaN  boundary          10  administrative  townland   
         5550080        NaN  boundary          10  administrative  townland   
way      373146134      NaN       NaN         NaN             NaN       NaN   
         617097030      NaN       NaN         NaN             NaN       NaN   
         898183188    house       NaN         NaN             NaN       NaN   
         898183196    house       NaN         NaN             NaN       NaN   

                         name:ga     place    wikidata  
element  id                                             
relation 5550034    Lota Ashwell  locality  Q104316267  
         5550080     Lota Waller  locality  Q104316490  
way      373146134           NaN       NaN         NaN  
         617097030           NaN       NaN         NaN  
         898183188           NaN       NaN         NaN  
         898183196           NaN       NaN         NaN  "
P063_15-ULGSD1_78.0,2835.6300000000047,29.85,1.583266331658294,2023-10-13 12:58:02,2023-10-13 13:27:53,"(52.52019666666666, -7.88355)","(52.52108333333334, -7.884323333333334)",5,123.375,282.0,"(52.52016833333333, -7.883585)","                                                            geometry building  \
element id                                                                      
way     898105897  POLYGON ((-7.88383 52.51992, -7.88388 52.51992...    house   
        898105903  POLYGON ((-7.88373 52.52026, -7.88369 52.52033...    house   
        898105922  LINESTRING (-7.88407 52.52019, -7.88376 52.520...      NaN   

                   highway   service  
element id                            
way     898105897      NaN       NaN  
        898105903      NaN       NaN  
        898105922  service  driveway  ","                                                             geometry  \
element  id                                                             
relation 3497751    POLYGON ((-7.88682 52.5235, -7.88669 52.52374,...   
         5550057    POLYGON ((-7.88611 52.52047, -7.88604 52.52051...   
way      25978555   LINESTRING (-7.88283 52.52188, -7.88297 52.521...   
         898102747  LINESTRING (-7.88431 52.52132, -7.88421 52.521...   
         898105912  POLYGON ((-7.88443 52.52091, -7.88436 52.52096...   
         898105915  LINESTRING (-7.88475 52.5211, -7.88466 52.5210...   

                        highway              name  surface           name:en  \
element  id                                                                    
relation 3497751            NaN       Palmershill      NaN       Palmershill   
         5550057            NaN  Hughes'-lot East      NaN  Hughes'-lot East   
way      25978555   residential     Bohereenglass  asphalt               NaN   
         898102747      service               NaN      NaN               NaN   
         898105912          NaN               NaN      NaN               NaN   
         898105915      service               NaN      NaN               NaN   

                     service building      type admin_level        boundary  \
element  id                                                                   
relation 3497751         NaN      NaN  boundary          10  administrative   
         5550057         NaN      NaN  boundary          10  administrative   
way      25978555        NaN      NaN       NaN         NaN             NaN   
         898102747  driveway      NaN       NaN         NaN             NaN   
         898105912       NaN      yes       NaN         NaN             NaN   
         898105915  driveway      NaN       NaN         NaN             NaN   

                    locality logainm:ref                        logainm:url  \
element  id                                                                   
relation 3497751    townland       47547  https://www.logainm.ie/47547.aspx   
         5550057    townland       47518  https://www.logainm.ie/47518.aspx   
way      25978555        NaN         NaN                                NaN   
         898102747       NaN         NaN                                NaN   
         898105912       NaN         NaN                                NaN   
         898105915       NaN         NaN                                NaN   

                                  name:ga     place    wikidata  
element  id                                                      
relation 3497751        Cnoc an Fhalmaire  locality  Q104316496  
         5550057    Lota Mhic Aodha Thoir  locality  Q104316493  
way      25978555                     NaN       NaN         NaN  
         898102747                    NaN       NaN         NaN  
         898105912                    NaN       NaN         NaN  
         898105915                    NaN       NaN         NaN  ","                                                            geometry building  \
element id                                                                      
way     898105897  POLYGON ((-7.88383 52.51992, -7.88388 52.51992...    house   
        898105903  POLYGON ((-7.88373 52.52026, -7.88369 52.52033...    house   
        898105922  LINESTRING (-7.88407 52.52019, -7.88376 52.520...      NaN   

                   highway   service  
element id                            
way     898105897      NaN       NaN  
        898105903      NaN       NaN  
        898105922  service  driveway  "
