trip_id,distance,duration,avg_speed,start_time,end_time,start_location,end_location,halt_count,avg_halt_duration,max_halt_duration,max_halt_location,start_label,end_label,max_halt_label,start_label_manual
C001_06-Veloci2_1.0,5080.19,19.95,4.244101921,31/01/2024 17:49,31/01/2024 18:09,"(52.66710166666667, -8.576183333333333)","(52.67005833333333, -8.633385)",6,33.79166667,96,"(52.66534, -8.607245)","                                                            geometry  amenity  \
element id                                                                      
way     42934900   LINESTRING (-8.57489 52.66714, -8.57501 52.667...      NaN   
        42934901   LINESTRING (-8.5761 52.66697, -8.57557 52.6671...      NaN   
        42934902   LINESTRING (-8.57695 52.66777, -8.57692 52.667...      NaN   
        42935046   LINESTRING (-8.57629 52.6669, -8.57641 52.6668...      NaN   
        42935147   POLYGON ((-8.57615 52.66714, -8.57601 52.66695...  parking   
        42938079   POLYGON ((-8.57531 52.66824, -8.57431 52.66702...      NaN   
        151583405  LINESTRING (-8.57609 52.66695, -8.57602 52.666...      NaN   
        151583406  LINESTRING (-8.57623 52.66711, -8.57619 52.667...      NaN   
        151583407  LINESTRING (-8.57609 52.66695, -8.57629 52.666...      NaN   
        374782768  LINESTRING (-8.57623 52.66711, -8.57555 52.66734)      NaN   
        648624467  POLYGON ((-8.57603 52.66609, -8.57667 52.666, ...      NaN   

                   highway        service                         name  \
element id                                                               
way     42934900   footway            NaN                          NaN   
        42934901   service  parking_aisle                          NaN   
        42934902   service            NaN  Castletroy Park Retail Park   
        42935046   service            NaN                          NaN   
        42935147       NaN            NaN                          NaN   
        42938079       NaN            NaN  Castletroy Park Retail Park   
        151583405  service            NaN                          NaN   
        151583406  service            NaN                          NaN   
        151583407  service            NaN                          NaN   
        374782768  service            NaN                          NaN   
        648624467      NaN            NaN                          NaN   

                         addr:street     landuse oneway  
element id                                               
way     42934900                 NaN         NaN    NaN  
        42934901                 NaN         NaN    NaN  
        42934902                 NaN         NaN    NaN  
        42935046                 NaN         NaN    NaN  
        42935147                 NaN         NaN    NaN  
        42938079   Plassey Park Road      retail    NaN  
        151583405                NaN         NaN    NaN  
        151583406                NaN         NaN    yes  
        151583407                NaN         NaN    yes  
        374782768                NaN         NaN    NaN  
        648624467                NaN  commercial    NaN  ","                                                             geometry  \
element id                                                              
way     105159780   LINESTRING (-8.63292 52.66965, -8.63347 52.670...   
        903367559   POLYGON ((-8.6333 52.6699, -8.63324 52.66984, ...   
        903367560   POLYGON ((-8.6334 52.66997, -8.63334 52.6699, ...   
        903367561   POLYGON ((-8.6335 52.67005, -8.63342 52.66997,...   
        903367562   POLYGON ((-8.63358 52.67014, -8.63352 52.67007...   
        903367563   POLYGON ((-8.63365 52.67022, -8.63362 52.67019...   
        903367568   POLYGON ((-8.63321 52.67028, -8.63317 52.67023...   
        903367569   POLYGON ((-8.63317 52.67023, -8.63312 52.67018...   
        903367570   POLYGON ((-8.63312 52.67018, -8.63307 52.67013...   
        1429474684  POLYGON ((-8.63305 52.66997, -8.63297 52.66993...   

                        highway  lit             name sidewalk  surface  \
element id                                                                
way     105159780   residential  yes  Glenview Avenue       no  asphalt   
        903367559           NaN  NaN              NaN      NaN      NaN   
        903367560           NaN  NaN              NaN      NaN      NaN   
        903367561           NaN  NaN              NaN      NaN      NaN   
        903367562           NaN  NaN              NaN      NaN      NaN   
        903367563           NaN  NaN              NaN      NaN      NaN   
        903367568           NaN  NaN              NaN      NaN      NaN   
        903367569           NaN  NaN              NaN      NaN      NaN   
        903367570           NaN  NaN              NaN      NaN      NaN   
        1429474684          NaN  NaN              NaN      NaN      NaN   

                   addr:housenumber      addr:street building building:levels  \
element id                                                                      
way     105159780               NaN              NaN      NaN             NaN   
        903367559                 2  Glenview Avenue    house               1   
        903367560                 4  Glenview Avenue    house               1   
        903367561                 5  Glenview Avenue    house               1   
        903367562                 6  Glenview Avenue    house               1   
        903367563               NaN  Glenview Avenue    house               1   
        903367568                 3  Glenview Avenue    house               2   
        903367569                12  Glenview Avenue    house               2   
        903367570               NaN  Glenview Avenue    house               2   
        1429474684              NaN              NaN     shed             NaN   

                   roof:shape addr:housename     house  
element id                                              
way     105159780         NaN            NaN       NaN  
        903367559      gabled            NaN       NaN  
        903367560      gabled            NaN       NaN  
        903367561      gabled            NaN       NaN  
        903367562         NaN            NaN       NaN  
        903367563         NaN  Saint Francis       NaN  
        903367568      hipped            NaN  terraced  
        903367569      gabled            NaN  terraced  
        903367570      hipped    Gleann Dara  terraced  
        1429474684        NaN            NaN       NaN  ","                                                              geometry  \
element  id                                                              
relation 3554201     POLYGON ((-8.60416 52.66674, -8.60388 52.66598...   
         5524145     POLYGON ((-8.60922 52.66541, -8.60898 52.66585...   
         5528507     POLYGON ((-8.61257 52.65958, -8.61246 52.65973...   
way      264477243   POLYGON ((-8.60566 52.66809, -8.60724 52.66795...   
         401101454   POLYGON ((-8.60681 52.66524, -8.60687 52.6651,...   
         495049196   LINESTRING (-8.60607 52.66552, -8.60703 52.66531)   
         503637836   LINESTRING (-8.60756 52.66532, -8.6074 52.6657...   
         503637838   LINESTRING (-8.60703 52.66531, -8.60719 52.665...   
         1429408666  POLYGON ((-8.60744 52.6651, -8.60741 52.6652, ...   

                          highway      landuse lanes  lit maxspeed       name  \
element  id                                                                     
relation 3554201              NaN  residential   NaN  NaN      NaN        NaN   
         5524145              NaN          NaN   NaN  NaN      NaN       Park   
         5528507              NaN          NaN   NaN  NaN      NaN   Singland   
way      264477243            NaN   commercial   NaN  NaN      NaN        NaN   
         401101454            NaN          NaN   NaN  NaN      NaN        NaN   
         495049196   unclassified          NaN   NaN  NaN      NaN        NaN   
         503637836    residential          NaN     3  yes       50  Park Road   
         503637838   unclassified          NaN     2  NaN      NaN        NaN   
         1429408666           NaN          NaN   NaN  NaN      NaN        NaN   

                       name:ga sidewalk smoothness  ... building  \
element  id                                         ...            
relation 3554201           NaN      NaN        NaN  ...      NaN   
         5524145     An Pháirc      NaN        NaN  ...      NaN   
         5528507      Saingeal      NaN        NaN  ...      NaN   
way      264477243         NaN      NaN        NaN  ...      NaN   
         401101454         NaN      NaN        NaN  ...      NaN   
         495049196         NaN      NaN        NaN  ...      NaN   
         503637836         NaN     both  excellent  ...      NaN   
         503637838         NaN      NaN        NaN  ...      NaN   
         1429408666        NaN      NaN        NaN  ...      yes   

                             type admin_level        boundary  locality  \
element  id                                                               
relation 3554201     multipolygon         NaN             NaN       NaN   
         5524145         boundary          10  administrative  townland   
         5528507         boundary          10  administrative  townland   
way      264477243            NaN         NaN             NaN       NaN   
         401101454            NaN         NaN             NaN       NaN   
         495049196            NaN         NaN             NaN       NaN   
         503637836            NaN         NaN             NaN       NaN   
         503637838            NaN         NaN             NaN       NaN   
         1429408666           NaN         NaN             NaN       NaN   

                    logainm:ref                        logainm:url   name:en  \
element  id                                                                    
relation 3554201            NaN                                NaN       NaN   
         5524145          30432  https://www.logainm.ie/30432.aspx      Park   
         5528507          31515  https://www.logainm.ie/31515.aspx  Singland   
way      264477243          NaN                                NaN       NaN   
         401101454          NaN                                NaN       NaN   
         495049196          NaN                                NaN       NaN   
         503637836          NaN                                NaN       NaN   
         503637838          NaN                                NaN       NaN   
         1429408666         NaN                                NaN       NaN   

                        place    wikidata  
element  id                                
relation 3554201          NaN         NaN  
         5524145     locality  Q104312794  
         5528507     locality  Q104313191  
way      264477243        NaN         NaN  
         401101454        NaN         NaN  
         495049196        NaN         NaN  
         503637836        NaN         NaN  
         503637838        NaN         NaN  
         1429408666       NaN         NaN  

[9 rows x 29 columns]",Commercial
C001_06-Veloci2_110.0,6298.96,19.5,5.383726496,04/03/2024 08:42,04/03/2024 09:02,"(52.67011, -8.633483333333333)","(52.667611666666666, -8.574975)",3,7.636363636,20,"(52.66794166666666, -8.576695)","                                                             geometry  \
element id                                                              
way     105159780   LINESTRING (-8.63292 52.66965, -8.63347 52.670...   
        903367560   POLYGON ((-8.6334 52.66997, -8.63334 52.6699, ...   
        903367561   POLYGON ((-8.6335 52.67005, -8.63342 52.66997,...   
        903367562   POLYGON ((-8.63358 52.67014, -8.63352 52.67007...   
        903367563   POLYGON ((-8.63365 52.67022, -8.63362 52.67019...   
        903367564   POLYGON ((-8.63375 52.67029, -8.6337 52.67023,...   
        903367568   POLYGON ((-8.63321 52.67028, -8.63317 52.67023...   
        903367569   POLYGON ((-8.63317 52.67023, -8.63312 52.67018...   
        903367570   POLYGON ((-8.63312 52.67018, -8.63307 52.67013...   
        1429474682  POLYGON ((-8.63389 52.67003, -8.63379 52.67007...   

                        highway  lit             name sidewalk  surface  \
element id                                                                
way     105159780   residential  yes  Glenview Avenue       no  asphalt   
        903367560           NaN  NaN              NaN      NaN      NaN   
        903367561           NaN  NaN              NaN      NaN      NaN   
        903367562           NaN  NaN              NaN      NaN      NaN   
        903367563           NaN  NaN              NaN      NaN      NaN   
        903367564           NaN  NaN              NaN      NaN      NaN   
        903367568           NaN  NaN              NaN      NaN      NaN   
        903367569           NaN  NaN              NaN      NaN      NaN   
        903367570           NaN  NaN              NaN      NaN      NaN   
        1429474682          NaN  NaN              NaN      NaN      NaN   

                   addr:housenumber      addr:street building building:levels  \
element id                                                                      
way     105159780               NaN              NaN      NaN             NaN   
        903367560                 4  Glenview Avenue    house               1   
        903367561                 5  Glenview Avenue    house               1   
        903367562                 6  Glenview Avenue    house               1   
        903367563               NaN  Glenview Avenue    house               1   
        903367564                 7  Glenview Avenue    house               1   
        903367568                 3  Glenview Avenue    house               2   
        903367569                12  Glenview Avenue    house               2   
        903367570               NaN  Glenview Avenue    house               2   
        1429474682              NaN              NaN     shed             NaN   

                   roof:shape addr:housename     house  
element id                                              
way     105159780         NaN            NaN       NaN  
        903367560      gabled            NaN       NaN  
        903367561      gabled            NaN       NaN  
        903367562         NaN            NaN       NaN  
        903367563         NaN  Saint Francis       NaN  
        903367564         NaN            NaN       NaN  
        903367568      hipped            NaN  terraced  
        903367569      gabled            NaN  terraced  
        903367570      hipped    Gleann Dara  terraced  
        1429474682        NaN            NaN       NaN  ","                                                              geometry  \
element id                                                               
node    13142983846                          POINT (-8.57496 52.66776)   
        13142983847                          POINT (-8.57493 52.66771)   
        13142983848                          POINT (-8.57492 52.66766)   
        13142983849                          POINT (-8.57486 52.66764)   
        13142983850                           POINT (-8.57486 52.6676)   
        13142983851                          POINT (-8.57481 52.66758)   
        13142983852                           POINT (-8.5748 52.66755)   
        13142983853                          POINT (-8.57473 52.66748)   
way     36865674     POLYGON ((-8.57334 52.66877, -8.57416 52.66855...   
        42934900     LINESTRING (-8.57489 52.66714, -8.57501 52.667...   
        42938079     POLYGON ((-8.57531 52.66824, -8.57431 52.66702...   
        261660713    POLYGON ((-8.57458 52.66716, -8.57477 52.6671,...   

                    natural      landuse                         name  \
element id                                                              
node    13142983846    tree          NaN                          NaN   
        13142983847    tree          NaN                          NaN   
        13142983848    tree          NaN                          NaN   
        13142983849    tree          NaN                          NaN   
        13142983850    tree          NaN                          NaN   
        13142983851    tree          NaN                          NaN   
        13142983852    tree          NaN                          NaN   
        13142983853    tree          NaN                          NaN   
way     36865674        NaN  residential              Plassey Village   
        42934900        NaN          NaN                          NaN   
        42938079        NaN       retail  Castletroy Park Retail Park   
        261660713       NaN          NaN                          NaN   

                     highway        addr:street building  
element id                                                
node    13142983846      NaN                NaN      NaN  
        13142983847      NaN                NaN      NaN  
        13142983848      NaN                NaN      NaN  
        13142983849      NaN                NaN      NaN  
        13142983850      NaN                NaN      NaN  
        13142983851      NaN                NaN      NaN  
        13142983852      NaN                NaN      NaN  
        13142983853      NaN                NaN      NaN  
way     36865674         NaN                NaN      NaN  
        42934900     footway                NaN      NaN  
        42938079         NaN  Plassey Park Road      NaN  
        261660713        NaN                NaN   retail  ","                                                               geometry  \
element  id                                                               
node     13143053621                          POINT (-8.57671 52.66776)   
relation 5523450      POLYGON ((-8.58446 52.66715, -8.58432 52.66748...   
         6236343      POLYGON ((-8.58733 52.67013, -8.5873 52.67016,...   
way      40068602     LINESTRING (-8.57695 52.66777, -8.57703 52.667...   
         40068603     LINESTRING (-8.58054 52.66587, -8.58061 52.666...   
         42934902     LINESTRING (-8.57695 52.66777, -8.57692 52.667...   
         42934910     POLYGON ((-8.5767 52.6677, -8.57658 52.66757, ...   
         42938079     POLYGON ((-8.57531 52.66824, -8.57431 52.66702...   
         43071823     POLYGON ((-8.5756 52.66844, -8.57539 52.66844,...   
         371882381    LINESTRING (-8.57641 52.66796, -8.57616 52.668...   
         371882382    LINESTRING (-8.57865 52.66721, -8.57841 52.667...   
         812611447    POLYGON ((-8.57701 52.66805, -8.5769 52.6679, ...   
         812611452    POLYGON ((-8.57653 52.66812, -8.57661 52.6682,...   
         812611453    POLYGON ((-8.57686 52.668, -8.57684 52.66801, ...   
         1227447267   LINESTRING (-8.57646 52.66801, -8.57634 52.668...   
         1227447271   LINESTRING (-8.57692 52.66773, -8.57664 52.667...   
         1227447274   LINESTRING (-8.57695 52.66777, -8.57672 52.667...   
         1429773900   POLYGON ((-8.57646 52.66779, -8.57643 52.66776...   
         1429773901   POLYGON ((-8.57643 52.6678, -8.5764 52.66777, ...   
         1429773902   POLYGON ((-8.57649 52.66778, -8.57646 52.66775...   
         1429773903   POLYGON ((-8.57652 52.66777, -8.57649 52.66774...   
         1429773904   POLYGON ((-8.57655 52.66776, -8.57652 52.66773...   

                       highway natural     bicycle        foot  \
element  id                                                      
node     13143053621       NaN    tree         NaN         NaN   
relation 5523450           NaN     NaN         NaN         NaN   
         6236343           NaN     NaN         NaN         NaN   
way      40068602     cycleway     NaN  designated  designated   
         40068603     cycleway     NaN  designated  designated   
         42934902      service     NaN         NaN         NaN   
         42934910          NaN     NaN         NaN         NaN   
         42938079          NaN     NaN         NaN         NaN   
         43071823          NaN     NaN         NaN         NaN   
         371882381    tertiary     NaN         NaN         NaN   
         371882382    tertiary     NaN         NaN         NaN   
         812611447         NaN     NaN         NaN         NaN   
         812611452         NaN     NaN         NaN         NaN   
         812611453         NaN     NaN         NaN         NaN   
         1227447267   cycleway     NaN  designated  designated   
         1227447271    footway     NaN         NaN         NaN   
         1227447274   tertiary     NaN         NaN         NaN   
         1429773900        NaN     NaN         NaN         NaN   
         1429773901        NaN     NaN         NaN         NaN   
         1429773902        NaN     NaN         NaN         NaN   
         1429773903        NaN     NaN         NaN         NaN   
         1429773904        NaN     NaN         NaN         NaN   

                     footway:surface oneway segregated   surface width  ...  \
element  id                                                             ...   
node     13143053621             NaN    NaN        NaN       NaN   NaN  ...   
relation 5523450                 NaN    NaN        NaN       NaN   NaN  ...   
         6236343                 NaN    NaN        NaN       NaN   NaN  ...   
way      40068602            asphalt    yes        yes   asphalt     2  ...   
         40068603                NaN     no        NaN     paved     2  ...   
         42934902                NaN    NaN        NaN       NaN   NaN  ...   
         42934910                NaN    NaN        NaN       NaN   NaN  ...   
         42938079                NaN    NaN        NaN       NaN   NaN  ...   
         43071823                NaN    NaN        NaN       NaN   NaN  ...   
         371882381               NaN    NaN        NaN   asphalt   NaN  ...   
         371882382               NaN    NaN        NaN   asphalt   NaN  ...   
         812611447               NaN    NaN        NaN       NaN   NaN  ...   
         812611452               NaN    NaN        NaN       NaN   NaN  ...   
         812611453               NaN    NaN        NaN       NaN   NaN  ...   
         1227447267              NaN    NaN        NaN       NaN   NaN  ...   
         1227447271              NaN    NaN        NaN  concrete   NaN  ...   
         1227447274              NaN    NaN        NaN   asphalt   NaN  ...   
         1429773900              NaN    NaN        NaN       NaN   NaN  ...   
         1429773901              NaN    NaN        NaN       NaN   NaN  ...   
         1429773902              NaN    NaN        NaN       NaN   NaN  ...   
         1429773903              NaN    NaN        NaN       NaN   NaN  ...   
         1429773904              NaN    NaN        NaN       NaN   NaN  ...   

                     building     house   footway      type admin_level  \
element  id                                                               
node     13143053621      NaN       NaN       NaN       NaN         NaN   
relation 5523450          NaN       NaN       NaN  boundary          10   
         6236343          NaN       NaN       NaN  boundary          10   
way      40068602         NaN       NaN       NaN       NaN         NaN   
         40068603         NaN       NaN       NaN       NaN         NaN   
         42934902         NaN       NaN       NaN       NaN         NaN   
         42934910         NaN       NaN       NaN       NaN         NaN   
         42938079         NaN       NaN       NaN       NaN         NaN   
         43071823         NaN       NaN       NaN       NaN         NaN   
         371882381        NaN       NaN       NaN       NaN         NaN   
         371882382        NaN       NaN       NaN       NaN         NaN   
         812611447       shed       NaN       NaN       NaN         NaN   
         812611452      house       NaN       NaN       NaN         NaN   
         812611453      house  detached       NaN       NaN         NaN   
         1227447267       NaN       NaN       NaN       NaN         NaN   
         1227447271       NaN       NaN  sidewalk       NaN         NaN   
         1227447274       NaN       NaN       NaN       NaN         NaN   
         1429773900       NaN       NaN       NaN       NaN         NaN   
         1429773901       NaN       NaN       NaN       NaN         NaN   
         1429773902       NaN       NaN       NaN       NaN         NaN   
         1429773903       NaN       NaN       NaN       NaN         NaN   
         1429773904       NaN       NaN       NaN       NaN         NaN   

                            boundary  locality          name:ga     place  \
element  id                                                                 
node     13143053621             NaN       NaN              NaN       NaN   
relation 5523450      administrative  townland  An Caisleán Nua  locality   
         6236343      administrative  townland      An Drom Rua  locality   
way      40068602                NaN       NaN              NaN       NaN   
         40068603                NaN       NaN              NaN       NaN   
         42934902                NaN       NaN              NaN       NaN   
         42934910                NaN       NaN              NaN       NaN   
         42938079                NaN       NaN              NaN       NaN   
         43071823                NaN       NaN              NaN       NaN   
         371882381               NaN       NaN              NaN       NaN   
         371882382               NaN       NaN              NaN       NaN   
         812611447               NaN       NaN              NaN       NaN   
         812611452               NaN       NaN              NaN       NaN   
         812611453               NaN       NaN              NaN       NaN   
         1227447267              NaN       NaN              NaN       NaN   
         1227447271              NaN       NaN              NaN       NaN   
         1227447274              NaN       NaN              NaN       NaN   
         1429773900              NaN       NaN              NaN       NaN   
         1429773901              NaN       NaN              NaN       NaN   
         1429773902              NaN       NaN              NaN       NaN   
         1429773903              NaN       NaN              NaN       NaN   
         1429773904              NaN       NaN              NaN       NaN   

                        wikidata  
element  id                       
node     13143053621         NaN  
relation 5523450      Q104313251  
         6236343      Q104313247  
way      40068602            NaN  
         40068603            NaN  
         42934902            NaN  
         42934910            NaN  
         42938079            NaN  
         43071823            NaN  
         371882381           NaN  
         371882382           NaN  
         812611447           NaN  
         812611452           NaN  
         812611453           NaN  
         1227447267          NaN  
         1227447271          NaN  
         1227447274          NaN  
         1429773900          NaN  
         1429773901          NaN  
         1429773902          NaN  
         1429773903          NaN  
         1429773904          NaN  

[22 rows x 40 columns]",Residential
